time,x,y,vx,vy,energy,angular_momentum
1.278,-0.17494018500900121,0.9845908415557783,-6.186233909342887,-1.099095992775298,-19.7392087976604,6.283185307179568
1.2790000000000001,-0.1811229658576384,0.9834723111949303,-6.179205749629617,-1.137942647230753,-19.73920879763663,6.283185307179568
1.28,-0.18729859650826045,0.9823149562613167,-6.171933654490758,-1.1767443719793687,-19.73920879761288,6.283185307179568
1.281,-0.19346683316661992,0.9811188224509716,-6.164417911094636,-1.2154996352692304,-19.739208797589157,6.283185307179567
1.282,-0.19962743233044972,0.9798839569907783,-6.156658816227717,-1.254206907183673,-19.73920879756547,6.283185307179568
1.283,-0.20578015079907536,0.9786104086366043,-6.148656676282868,-1.292864659701671,-19.73920879754181,6.283185307179568
1.284,-0.21192474568301545,0.977298227671375,-6.140411807247256,-1.3314713667581561,-19.739208797518188,6.283185307179567
1.285,-0.21806097441356986,0.975947465903088,-6.131924534689858,-1.3700255043042555,-19.73920879749459,6.283185307179568
1.286,-0.22418859475239516,0.9745581766627666,-6.123195193748594,-1.4085255503674514,-19.739208797471022,6.2831853071795685
1.287,-0.23030736480106706,0.9731304148023532,-6.1142241291170825,-1.4469699851116586,-19.73920879744749,6.2831853071795685
1.288,-0.23641704301062935,0.9716642366925433,-6.105011695031023,-1.4853572908972166,-19.739208797424002,6.2831853071795685
1.289,-0.2425173881911291,0.9701597002205588,-6.095558255254198,-1.5236859523407955,-19.73920879740055,6.283185307179568
1.29,-0.24860815952113774,0.9686168647878617,-6.085864183064097,-1.5619544563752128,-19.739208797377135,6.283185307179568
1.291,-0.2546891165572573,0.9670357913078084,-6.075929861237171,-1.600161292309158,-19.73920879735374,6.2831853071795685
1.292,-0.2607600192436121,0.9654165422032435,-6.065755682033704,-1.638304951886824,-19.7392087973304,6.2831853071795685
1.293,-0.2668206279213247,0.9637591814040348,-6.0553420471823225,-1.6763839293474416,-19.739208797307086,6.283185307179569
1.294,-0.27287070333797675,0.9620637743445486,-6.044689367864114,-1.7143967214847153,-19.739208797283833,6.283185307179569
1.295,-0.27891000665705296,0.9603303879610654,-6.033798064696392,-1.7523418277061587,-19.739208797260602,6.2831853071795685
1.296,-0.28493829946736954,0.9585590906891364,-6.022668567716073,-1.790217750092326,-19.739208797237428,6.28318530717957
1.297,-0.2909553437924851,0.9567499524608808,-6.011301316362686,-1.828022993455938,-19.73920879721429,6.28318530717957
1.298,-0.2969609021000949,0.9549030447022245,-5.999696759461017,-1.8657560654009002,-19.739208797191193,6.28318530717957
1.299,-0.30295473731140715,0.953018440330079,-5.987855355203377,-1.9034154763812106,-19.739208797168143,6.283185307179569
1.3,-0.30893661281050167,0.9510962137494621,-5.975777571131499,-1.940999739759754,-19.739208797145146,6.283185307179569
1.301,-0.31490629245367013,0.9491364408505595,-5.963463884118075,-1.9785073718669828,-19.7392087971222,6.283185307179569
1.302,-0.3208635405787378,0.9471391990057281,-5.95091478034791,-2.015936892059479,-19.73920879709929,6.2831853071795685
1.303,-0.32680812201436593,0.9451045670664405,-5.938130755298724,-2.0532868227783987,-19.739208797076436,6.283185307179569
1.304,-0.33273980208933523,0.9430326253601713,-5.925112313721578,-2.090555689607791,-19.739208797053628,6.2831853071795685
1.305,-0.3386583466418091,0.9409234556872249,-5.911859969620935,-2.127742021332797,-19.739208797030866,6.283185307179569
1.306,-0.3445635220285771,0.9387771413175057,-5.89837424623436,-2.164844349997719,-19.739208797008164,6.283185307179569
1.307,-0.3504550951342778,0.9365937669872295,-5.884655676011848,-2.2018612109639624,-19.7392087969855,6.283185307179569
1.308,-0.3563328333806008,0.9343734188955778,-5.870704800594798,-2.2387911429678473,-19.739208796962906,6.28318530717957
1.309,-0.3621965047354674,0.9321161847012938,-5.856522170794619,-2.275632688178284,-19.73920879694036,6.283185307179569
1.31,-0.36804587772219,0.9298221535192212,-5.8421083465709716,-2.3123843922543155,-19.73920879691787,6.283185307179569
1.311,-0.37388072142860934,0.9274914159167851,-5.827463897009652,-2.349044804402521,-19.739208796895436,6.283185307179569
1.312,-0.3797008055162093,0.9251240639104161,-5.812589400300118,-2.3856124774342797,-19.73920879687305,6.283185307179569
1.313,-0.38550590022920955,0.9227201909619166,-5.797485443712652,-2.4220859678228903,-19.73920879685073,6.28318530717957
1.314,-0.3912957764036346,0.9202798919747703,-5.782152623575166,-2.458463835760549,-19.739208796828457,6.28318530717957
1.315,-0.3970702054763599,0.9178032632903954,-5.766591545249647,-2.4947446452151776,-19.739208796806256,6.283185307179569
1.316,-0.40282895949413394,0.9152904026843399,-5.750802823108258,-2.5309269639871053,-19.73920879678412,6.283185307179569
1.317,-0.40857181112257646,0.9127414093624212,-5.734787080509063,-2.5670093637655955,-19.739208796762043,6.28318530717957
1.318,-0.41429853365515207,0.9101563839568088,-5.718544949771418,-2.6029904201852223,-19.739208796740023,6.28318530717957
1.319,-0.4200089010221193,0.9075354285220508,-5.70207707215099,-2.6388687128820885,-19.739208796718064,6.28318530717957
1.32,-0.4257026877994541,0.9048786465310447,-5.685384097814442,-2.6746428255498875,-19.739208796696165,6.28318530717957
1.321,-0.4313796692177482,0.9021861428709511,-5.668466685813749,-2.710311345995805,-19.739208796674344,6.28318530717957
